Frozen,beef,slicesburger,meat,whole,milk,curd,rolls/buns,Instant,food,products,hygiene,articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,rolls/buns,brown,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic,sausage,other,vegetables,Ginger,powder,(appetizer),red/blush,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whole,milk,curd,whipped/sour,cream,domestic,eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,rolls/buns,meat,spreads,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,Frozen,beef,slicesburger,meat,whole,milk,rolls/buns,potato,products,mustard,coffee,waffles,chocolate,marshmallow,soap,newspapers,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,frozen,vegetables,rolls/buns,semi-finished,bread,Pepsi,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,whole,milk,Ginger,powder,(appetizer),shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard,cheese,rolls/buns,bottled,water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root,vegetables,other,vegetables,white,bread,canned,fruit,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic,eggs,cat,food,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,Martadella,frozen,vegetables,soda,Canned,Pepsi,Ginger,powder,(appetizer),hygiene,articles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,other,vegetables,yogurt,domestic,eggs,semi-finished,bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole,milk,sliced,cheese,rolls/buns,brown,bread,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical,fruit,onions,other,vegetables,butter,milk,yogurt,beverages,sliced,cheese,hard,cheese,rolls/buns,pastry,cereals,chocolate,napkins,house,keeping,products,,,,,,,,,,,,,,,,,,
whole,milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,other,vegetables,sliced,cheese,white,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root,vegetables,yogurt,whipped/sour,cream,frozen,vegetables,soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,brown,bread,dog,food,chocolate,hygiene,articles,pot,plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,tropical,fruit,other,vegetables,pot,plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,other,vegetables,butter,soda,Pepsi,Canned,Pepsi,waffles,chocolate,seasonal,products,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beef,tropical,fruit,onions,frozen,vegetables,domestic,eggs,white,bread,semi-finished,bread,sugar,baking,powder,canned,fish,coffee,seasonal,products,,,,,,,,,,,,,,,,,,,
whole,milk,dessert,yogurt,whipped/sour,cream,specialty,cheese,kitchen,towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream,cheese,instant,coffee,salty,snack,waffles,kitchen,towels,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,Frozen,beef,slicesburger,meat,whole,milk,rolls/buns,oil,pickled,vegetables,softener,hygiene,articles,,,,,,,,,,,,,,,,,,,,,,,,,,
organic,sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,pip,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,other,vegetables,whole,milk,butter,curd,rolls/buns,margarine,baking,powder,bottled,water,Pepsi,Canned,Pepsi,cooking,chocolate,napkins,,,,,,,,,,,,,,,,,,,,
sausage,soft,cheese,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable,juice,specialty,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,berries,root,vegetables,whole,milk,whipped/sour,cream,brown,bread,pastry,Pepsi,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
salty,snack,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished,products,whole,milk,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,pasta,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,Martadella,citrus,fruit,pip,fruit,root,vegetables,other,vegetables,butter,milk,beverages,sliced,cheese,frozen,vegetables,frozen,fish,oil,margarine,canned,vegetables,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powedered,honny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,butter,yogurt,hard,cheese,ice,cream,domestic,eggs,misc.,beverages,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,herbs,other,vegetables,whole,milk,whipped/sour,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potato,products,bottled,water,soda,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown,bread,Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,Frozen,beef,slicesburger,meat,other,vegetables,rolls/buns,sugar,Powedered,honny,hygiene,articles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,sausage,other,vegetables,white,bread,pickled,vegetables,waffles,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,soda,Pepsi,Ginger,powder,red/blush,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,whole,milk,pastry,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed,milk,coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,whole,milk,butter,pastry,semi-finished,bread,coffee,candy,newspapers,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour,cream,brown,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene,articles,house,keeping,products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginger,liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged,fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,cream,cheese,frozen,vegetables,soda,fruit/vegetable,juice,napkins,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,beverages,pastry,pot,plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,specialty,bar,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi,Ginger,powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,beef,grapes,other,vegetables,Pepsi,red/blush,wine,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled,water,Ginger,powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,hard,cheese,brown,bread,Pepsi,hygiene,articles,newspapers,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,beverages,Instant,food,products,pickled,vegetables,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,Frozen,beef,slicesburger,meat,tropical,fruit,pip,fruit,root,vegetables,other,vegetables,rolls/buns,salt,canned,vegetables,coffee,soda,Canned,Pepsi,,,,,,,,,,,,,,,,,,,
soda,Canned,Pepsi,Ginger,powder,(appetizer),salty,snack,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slicesburger,meat,citrus,fruit,tropical,fruit,whole,milk,yogurt,brown,bread,napkins,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,root,vegetables,whole,milk,frozen,vegetables,domestic,eggs,brown,bread,semi-finished,bread,Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,root,vegetables,brown,bread,soda,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,specialty,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical,fruit,butter,milk,spread,cheese,tidbits,bottled,water,soda,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,pip,fruit,grapes,berries,soft,cheese,rolls/buns,oil,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,onions,other,vegetables,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole,milk,pastry,semi-finished,bread,specialty,chocolate,chocolate,marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,herbs,whole,milk,curd,frozen,vegetables,frozen,dessert,sweet,spreads,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,,,,
